번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
12702,충청남도 천안시,0,충청남도 천안시 동남구 쌍용동 368-10,생활방범,1,200,60,30,2019-08,041-521-5207,36.800149,127.132394,2021-09-30
12703,충청남도 천안시,0,충청남도 천안시 동남구 쌍용동 368-10,생활방범,1,200,260,30,2019-08,041-521-5207,36.800149,127.132394,2021-09-30
12704,충청남도 천안시,0,충청남도 천안시 동남구 쌍용동 368-10,생활방범,1,200,340,30,2019-08,041-521-5207,36.800149,127.132394,2021-09-30
12705,충청남도 천안시,충청남도 천안시 동남구 봉명1길 33 (쌍용동),충청남도 천안시 동남구 쌍용동 551-1,생활방범,1,200,190,30,2014-12,041-521-5207,36.803564,127.132751,2021-09-30
12706,충청남도 천안시,0,충청남도 천안시 동남구 봉명동 93-26,생활방범,1,200,90,30,2019-08,041-521-5207,36.810814,127.135095,2021-09-30
12707,충청남도 천안시,"충청남도 천안시 동남구 봉명1길 18 (봉명동, 대우목화4차아파트)",충청남도 천안시 동남구 봉명동 219,생활방범,1,200,180,30,2014-12,041-521-5207,36.802053,127.133085,2021-09-30
12708,충청남도 천안시,"충청남도 천안시 동남구 봉명1길 18 (봉명동, 대우목화4차아파트)",충청남도 천안시 동남구 봉명동 219,생활방범,1,200,20,30,2014-12,041-521-5207,36.802053,127.133085,2021-09-30
12709,충청남도 천안시,충청남도 천안시 동남구 순천향4길 18 (쌍용동),충청남도 천안시 동남구 쌍용동 558-5,생활방범,1,200,10,30,2019-08,041-521-5207,36.800548,127.132192,2021-09-30
12710,충청남도 천안시,충청남도 천안시 동남구 순천향4길 18 (쌍용동),충청남도 천안시 동남구 쌍용동 558-5,생활방범,1,200,295,30,2019-08,041-521-5207,36.800548,127.132192,2021-09-30
12711,충청남도 천안시,충청남도 천안시 동남구 순천향4길 18 (쌍용동),충청남도 천안시 동남구 쌍용동 558-5,생활방범,1,200,65,30,2019-08,041-521-5207,36.800548,127.132192,2021-09-30
12712,충청남도 천안시,0,충청남도 천안시 동남구 봉명동 30-120,생활방범,1,200,60,30,2014-12,041-521-5207,36.802573,127.137905,2021-09-30
12713,충청남도 천안시,0,충청남도 천안시 동남구 봉명동 30-120,생활방범,1,200,230,30,2014-12,041-521-5207,36.802573,127.137905,2021-09-30
12714,충청남도 천안시,충청남도 천안시 동남구 순천향3길 46 (봉명동),충청남도 천안시 동남구 봉명동 23-75,생활방범,1,200,60,30,2014-12,041-521-5207,36.80173,127.13592,2021-09-30
12715,충청남도 천안시,충청남도 천안시 동남구 순천향3길 46 (봉명동),충청남도 천안시 동남구 봉명동 23-75,생활방범,1,200,230,30,2014-12,041-521-5207,36.80173,127.13592,2021-09-30
12716,충청남도 천안시,충청남도 천안시 동남구 개목2길 1 (봉명동),충청남도 천안시 동남구 봉명동 303,생활방범,1,200,10,30,2015-12,041-521-5207,36.814893,127.131532,2021-09-30
12717,충청남도 천안시,충청남도 천안시 동남구 개목2길 1 (봉명동),충청남도 천안시 동남구 봉명동 303,생활방범,1,200,100,30,2015-12,041-521-5207,36.814893,127.131532,2021-09-30
12718,충청남도 천안시,충청남도 천안시 동남구 개목2길 1 (봉명동),충청남도 천안시 동남구 봉명동 303,생활방범,1,200,280,30,2015-12,041-521-5207,36.814893,127.131532,2021-09-30
12719,충청남도 천안시,0,충청남도 천안시 동남구 청수동 391,생활방범,1,200,-1,30,2016-06,041-521-5207,36.791051,127.158359,2021-09-30
12720,충청남도 천안시,0,충청남도 천안시 동남구 청수동 391,생활방범,1,200,250,30,2016-06,041-521-5207,36.791051,127.158359,2021-09-30
12721,충청남도 천안시,0,충청남도 천안시 동남구 청수동 391,생활방범,1,200,130,30,2016-06,041-521-5207,36.791051,127.158359,2021-09-30
12722,충청남도 천안시,0,충청남도 천안시 동남구 청수동 391,생활방범,1,200,30,30,2016-06,041-521-5207,36.791051,127.158359,2021-09-30
12723,충청남도 천안시,0,충청남도 천안시 동남구 청수동 218-157,생활방범,1,200,180,30,2017-07,041-521-5207,36.79484,127.153803,2021-09-30
12724,충청남도 천안시,0,충청남도 천안시 동남구 청수동 218-157,생활방범,1,200,345,30,2017-07,041-521-5207,36.79484,127.153803,2021-09-30
12725,충청남도 천안시,충청남도 천안시 동남구 풍세로 942-7 (청수동),충청남도 천안시 동남구 청수동 230-12,생활방범,1,200,-1,30,2021-08,041-521-5207,36.79173,127.1505,2021-09-30
12726,충청남도 천안시,충청남도 천안시 동남구 풍세로 942-7 (청수동),충청남도 천안시 동남구 청수동 230-12,생활방범,1,200,240,30,2015-08,041-521-5207,36.79173,127.1505,2021-09-30
12727,충청남도 천안시,충청남도 천안시 동남구 청수로 71-45 (청수동),충청남도 천안시 동남구 청수동 239-1,생활방범,1,200,359,30,2017-07,041-521-5207,36.790302,127.152082,2021-09-30
12728,충청남도 천안시,충청남도 천안시 동남구 청수로 71-45 (청수동),충청남도 천안시 동남구 청수동 239-1,생활방범,1,200,210,30,2017-07,041-521-5207,36.790302,127.152082,2021-09-30
12729,충청남도 천안시,"충청남도 천안시 동남구 청수3길 16 (청수동, 청수파크)",충청남도 천안시 동남구 청수동 218-8,생활방범,1,200,-1,30,2019-06,041-521-5207,36.796046,127.153856,2021-09-30
12730,충청남도 천안시,충청남도 천안시 동남구 방죽안5길 8 (신부동),충청남도 천안시 동남구 신부동 328-17,생활방범,1,200,60,30,2017-07,041-521-5207,36.820419,127.15293,2021-09-30
12731,충청남도 천안시,충청남도 천안시 동남구 먹거리3길 40 (신부동),충청남도 천안시 동남구 신부동 56-20,생활방범,1,200,90,30,2021-05,041-521-5207,36.81538,127.155016,2021-09-30
12732,충청남도 천안시,충청남도 천안시 동남구 신부7길 5-6 (신부동),충청남도 천안시 동남구 신부동 72-22,생활방범,1,200,195,30,2017-07,041-521-5207,36.816194,127.158911,2021-09-30
12733,충청남도 천안시,충청남도 천안시 동남구 신부7길 5-6 (신부동),충청남도 천안시 동남구 신부동 72-22,생활방범,1,200,90,30,2017-07,041-521-5207,36.816194,127.158911,2021-09-30
12734,충청남도 천안시,충청남도 천안시 동남구 신부7길 5-6 (신부동),충청남도 천안시 동남구 신부동 72-22,생활방범,1,200,270,30,2017-07,041-521-5207,36.816194,127.158911,2021-09-30
12735,충청남도 천안시,충청남도 천안시 동남구 먹거리3길 37 (신부동),충청남도 천안시 동남구 신부동 56-32,생활방범,1,200,90,30,2021-05,041-521-5207,36.815294,127.164359,2021-09-30
12736,충청남도 천안시,충청남도 천안시 동남구 먹거리3길 37 (신부동),충청남도 천안시 동남구 신부동 56-32,생활방범,1,200,90,30,2021-05,041-521-5207,36.815294,127.164359,2021-09-30
12737,충청남도 천안시,충청남도 천안시 동남구 중앙로 243-5 (신부동),충청남도 천안시 동남구 신부동 395-1,생활방범,1,200,-1,30,2015-08,041-521-5207,36.819983,127.151064,2021-09-30
12738,충청남도 천안시,충청남도 천안시 동남구 신부6길 19 (신부동),충청남도 천안시 동남구 신부동 77-2,생활방범,1,200,90,30,2017-07,041-521-5207,36.814585,127.159972,2021-09-30
12739,충청남도 천안시,충청남도 천안시 동남구 신부6길 19 (신부동),충청남도 천안시 동남구 신부동 77-2,생활방범,1,200,270,30,2017-07,041-521-5207,36.814585,127.159972,2021-09-30
12740,충청남도 천안시,충청남도 천안시 서북구 직산읍 군수2길 15-1,충청남도 천안시 서북구 직산읍 수헐리 7-10,생활방범,1,200,260,30,2015-12,041-521-5207,36.89433,127.138255,2021-09-30
12741,충청남도 천안시,충청남도 천안시 서북구 직산읍 마정2길 5,충청남도 천안시 서북구 직산읍 마정리 114-4,생활방범,1,200,-1,30,2015-12,041-521-5207,36.878463,127.098412,2021-09-30
12742,충청남도 천안시,충청남도 천안시 서북구 직산읍 마정2길 5,충청남도 천안시 서북구 직산읍 마정리 114-4,생활방범,1,200,160,30,2015-12,041-521-5207,36.878463,127.098412,2021-09-30
12743,충청남도 천안시,0,충청남도 천안시 서북구 직산읍 상덕리 199-6,생활방범,1,200,-1,30,2015-12,041-521-5207,36.891706,127.127216,2021-09-30
12744,충청남도 천안시,0,충청남도 천안시 서북구 직산읍 상덕리 199-6,생활방범,1,200,70,30,2015-12,041-521-5207,36.891706,127.127216,2021-09-30
12745,충청남도 천안시,충청남도 천안시 서북구 직산읍 석양길 4,충청남도 천안시 서북구 직산읍 양당리 216-10,생활방범,1,200,-1,30,2020-08,041-521-5207,36.884943,127.107051,2021-09-30
12746,충청남도 천안시,충청남도 천안시 서북구 직산읍 석양길 4,충청남도 천안시 서북구 직산읍 양당리 216-10,생활방범,1,200,180,30,2017-08,041-521-5207,36.884943,127.107051,2021-09-30
12747,충청남도 천안시,충청남도 천안시 서북구 직산읍 석양길 4,충청남도 천안시 서북구 직산읍 양당리 216-10,생활방범,1,200,342,30,2017-08,041-521-5207,36.884943,127.107051,2021-09-30
12748,충청남도 천안시,충청남도 천안시 서북구 직산읍 자은가리2길 28,충청남도 천안시 서북구 직산읍 자은가리 39-1,생활방범,1,200,45,30,2015-12,041-521-5207,36.878376,127.123393,2021-09-30
12749,충청남도 천안시,충청남도 천안시 서북구 직산읍 삼은3길 38,충청남도 천안시 서북구 직산읍 삼은리 71-10,생활방범,1,200,-1,30,2015-12,041-521-5207,36.878924,127.153195,2021-09-30
12750,충청남도 천안시,충청남도 천안시 서북구 직산읍 삼은3길 38,충청남도 천안시 서북구 직산읍 삼은리 71-10,생활방범,1,200,245,30,2015-12,041-521-5207,36.878924,127.153195,2021-09-30
12751,충청남도 천안시,충청남도 천안시 서북구 직산읍 부송상덕길 197,충청남도 천안시 서북구 직산읍 상덕리 211-40,생활방범,1,200,300,30,2015-12,041-521-5207,36.889493,127.129567,2021-09-30
12752,충청남도 천안시,충청남도 천안시 서북구 직산읍 남산2길 182,충청남도 천안시 서북구 직산읍 남산리 281-1,생활방범,1,200,135,30,2017-12,041-521-5207,36.892116,127.16992,2021-09-30
12753,충청남도 천안시,충청남도 천안시 서북구 직산읍 남산2길 182,충청남도 천안시 서북구 직산읍 남산리 281-1,생활방범,1,300,50,30,2017-12,041-521-5207,36.892116,127.16992,2021-09-30
12754,충청남도 천안시,충청남도 천안시 서북구 직산읍 천안대로 1461-13,충청남도 천안시 서북구 직산읍 삼은리 278-5,생활방범,1,200,270,30,2015-12,041-521-5207,36.870592,127.146839,2021-09-30
12755,충청남도 천안시,충청남도 천안시 서북구 직산읍 모시1길 122,충청남도 천안시 서북구 직산읍 모시리 135-1,생활방범,1,200,275,30,2015-12,041-521-5207,36.866274,127.136957,2021-09-30
12756,충청남도 천안시,충청남도 천안시 서북구 직산읍 부송2길 18,충청남도 천안시 서북구 직산읍 부송리 195-12,생활방범,1,200,305,30,2017-12,041-521-5207,36.873773,127.135271,2021-09-30
12757,충청남도 천안시,충청남도 천안시 서북구 직산읍 부송2길 18,충청남도 천안시 서북구 직산읍 부송리 195-12,생활방범,1,300,35,30,2017-12,041-521-5207,36.873773,127.135271,2021-09-30
12758,충청남도 천안시,0,충청남도 천안시 서북구 직산읍 마정리 261-14,생활방범,1,300,45,30,2017-12,041-521-5207,36.868223,127.100469,2021-09-30
12759,충청남도 천안시,0,충청남도 천안시 서북구 직산읍 군동리 152-4,생활방범,1,200,295,30,2017-08,041-521-5207,36.900986,127.167408,2021-09-30
12760,충청남도 천안시,충청남도 천안시 서북구 직산읍 송기길 16,충청남도 천안시 서북구 직산읍 부송리 39-5,생활방범,1,200,162,30,2017-08,041-521-5207,36.875419,127.138218,2021-09-30
12761,충청남도 천안시,0,충청남도 천안시 서북구 직산읍 모시리 64-10,생활방범,1,200,-1,30,2018-09,041-521-5207,36.871406,127.145683,2021-09-30
12762,충청남도 천안시,0,충청남도 천안시 서북구 직산읍 모시리 64-10,생활방범,1,300,80,30,2018-08,041-521-5207,36.871406,127.145683,2021-09-30
12763,충청남도 천안시,0,충청남도 천안시 동남구 신방동 62-38,생활방범,1,200,120,30,2016-12,041-521-5207,36.791027,127.125673,2021-09-30
12764,충청남도 천안시,0,충청남도 천안시 동남구 신방동 62-38,생활방범,1,200,200,30,2016-12,041-521-5207,36.791027,127.125673,2021-09-30
12765,충청남도 천안시,0,충청남도 천안시 동남구 신방동 62-38,생활방범,1,200,280,30,2016-12,041-521-5207,36.791027,127.125673,2021-09-30
12766,충청남도 천안시,충청남도 천안시 동남구 일봉로 12-4 (신방동),충청남도 천안시 동남구 신방동 875,생활방범,1,200,230,30,2016-12,041-521-5207,36.794011,127.128745,2021-09-30
12767,충청남도 천안시,충청남도 천안시 동남구 일봉로 12-4 (신방동),충청남도 천안시 동남구 신방동 875,생활방범,1,200,45,30,2016-12,041-521-5207,36.794011,127.128745,2021-09-30
12768,충청남도 천안시,충청남도 천안시 동남구 풍세로 799 (용곡동),충청남도 천안시 동남구 용곡동 116-25,생활방범,1,200,-1,30,2016-12,041-521-5207,36.78129,127.142189,2021-09-30
12769,충청남도 천안시,충청남도 천안시 동남구 풍세로 799 (용곡동),충청남도 천안시 동남구 용곡동 116-25,생활방범,1,200,300,30,2016-12,041-521-5207,36.78129,127.142189,2021-09-30
12770,충청남도 천안시,충청남도 천안시 동남구 풍세로 799 (용곡동),충청남도 천안시 동남구 용곡동 116-25,생활방범,1,200,210,30,2016-12,041-521-5207,36.78129,127.142189,2021-09-30
12771,충청남도 천안시,충청남도 천안시 동남구 풍세로 799 (용곡동),충청남도 천안시 동남구 용곡동 116-25,생활방범,1,200,120,30,2016-12,041-521-5207,36.78129,127.142189,2021-09-30
12772,충청남도 천안시,충청남도 천안시 동남구 풍세로 799 (용곡동),충청남도 천안시 동남구 용곡동 116-25,생활방범,1,200,30,30,2016-12,041-521-5207,36.78129,127.142189,2021-09-30
12773,충청남도 천안시,0,충청남도 천안시 동남구 구룡동 562-5,생활방범,1,200,-1,30,2016-12,041-521-5207,36.776339,127.139171,2021-09-30
12774,충청남도 천안시,0,충청남도 천안시 동남구 구룡동 562-5,생활방범,1,200,20,30,2016-12,041-521-5207,36.776339,127.139171,2021-09-30
12775,충청남도 천안시,0,충청남도 천안시 동남구 구룡동 562-5,생활방범,1,200,200,30,2016-12,041-521-5207,36.776339,127.139171,2021-09-30
12776,충청남도 천안시,0,충청남도 천안시 동남구 구룡동 562-5,생활방범,1,200,280,30,2016-12,041-521-5207,36.776339,127.139171,2021-09-30
12777,충청남도 천안시,0,충청남도 천안시 동남구 신방동 845-42,생활방범,1,200,15,30,2017-08,041-521-5207,36.777578,127.136882,2021-09-30
12778,충청남도 천안시,0,충청남도 천안시 동남구 신방동 845-42,생활방범,1,200,190,30,2017-08,041-521-5207,36.777578,127.136882,2021-09-30
12779,충청남도 천안시,"충청남도 천안시 동남구 구성5길 28 (구성동, 신양빌라)",충청남도 천안시 동남구 구성동 452-1,생활방범,1,200,-1,30,2015-08,041-521-5207,36.796967,127.162882,2021-09-30
12780,충청남도 천안시,"충청남도 천안시 동남구 구성5길 28 (구성동, 신양빌라)",충청남도 천안시 동남구 구성동 452-1,생활방범,1,200,60,30,2015-08,041-521-5207,36.796967,127.162882,2021-09-30
12781,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 매주리 359-7,생활방범,1,200,-1,30,2015-12,041-521-5207,36.909459,127.12203,2021-09-30
12782,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 매주리 359-7,생활방범,1,200,80,30,2015-12,041-521-5207,36.909459,127.12203,2021-09-30
12783,충청남도 천안시,충청남도 천안시 서북구 성환읍 성월4길 26,충청남도 천안시 서북구 성환읍 성환리 261-1,생활방범,1,200,50,30,2017-08,041-521-5207,36.921465,127.136251,2021-09-30
12784,충청남도 천안시,충청남도 천안시 서북구 성환읍 성월4길 26,충청남도 천안시 서북구 성환읍 성환리 261-1,생활방범,1,200,60,30,2017-08,041-521-5207,36.921465,127.136251,2021-09-30
12785,충청남도 천안시,충청남도 천안시 서북구 성환읍 성월4길 26,충청남도 천안시 서북구 성환읍 성환리 261-1,생활방범,1,200,305,30,2017-08,041-521-5207,36.921465,127.136251,2021-09-30
12786,충청남도 천안시,충청남도 천안시 서북구 성환읍 성월4길 26,충청남도 천안시 서북구 성환읍 성환리 261-1,생활방범,1,200,225,30,2017-08,041-521-5207,36.921465,127.136251,2021-09-30
12787,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 수향리 410-8,생활방범,1,200,45,30,2017-08,041-521-5207,36.949485,127.14048,2021-09-30
12788,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 복모리 121-5,생활방범,1,200,210,30,2017-08,041-521-5207,36.955132,127.127672,2021-09-30
12789,충청남도 천안시,충청남도 천안시 서북구 성환읍 성월수향길 299,충청남도 천안시 서북구 성환읍 수향리 55-4,생활방범,1,200,235,30,2017-08,041-521-5207,36.93899,127.153535,2021-09-30
12790,충청남도 천안시,충청남도 천안시 서북구 성환읍 왕지4길 27,충청남도 천안시 서북구 성환읍 왕림리 383-3,생활방범,1,200,75,30,2017-08,041-521-5207,36.915602,127.101702,2021-09-30
12791,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 신가리 121-13,생활방범,1,800,10,30,2020-09,041-521-5207,36.965852,127.119346,2021-09-30
12792,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 신가리 121-13,생활방범,1,800,90,30,2020-09,041-521-5207,36.965852,127.119346,2021-09-30
12793,충청남도 천안시,충청남도 천안시 서북구 성환읍 문화촌2길 7-14,충청남도 천안시 서북구 성환읍 신가리 113-28,생활방범,1,800,230,30,2020-09,041-521-5207,36.966742,127.118168,2021-09-30
12794,충청남도 천안시,충청남도 천안시 서북구 성환읍 성환2로 140,충청남도 천안시 서북구 성환읍 성환리 280-3,생활방범,1,800,80,30,2020-09,041-521-5207,36.919509,127.134072,2021-09-30
12795,충청남도 천안시,충청남도 천안시 서북구 성환읍 성환2로 140,충청남도 천안시 서북구 성환읍 성환리 280-3,생활방범,1,800,195,30,2020-09,041-521-5207,36.919509,127.134072,2021-09-30
12796,충청남도 천안시,충청남도 천안시 서북구 성환읍 성환2로 140,충청남도 천안시 서북구 성환읍 성환리 280-3,생활방범,1,800,255,30,2020-09,041-521-5207,36.919509,127.134072,2021-09-30
12797,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 성환리 357-2,생활방범,1,200,90,30,2019-12,041-521-5207,36.915208,127.131283,2021-09-30
12798,충청남도 천안시,"충청남도 천안시 동남구 청수3길 16 (청수동, 청수파크)",충청남도 천안시 동남구 청수동 218-8,생활방범,1,200,300,30,2015-08,041-521-5207,36.796046,127.153856,2021-09-30
12799,충청남도 천안시,"충청남도 천안시 동남구 구성8길 3 (구성동, 동아빌라)",충청남도 천안시 동남구 구성동 479-11,생활방범,1,200,-1,30,2015-08,041-521-5207,36.798202,127.157414,2021-09-30
12800,충청남도 천안시,"충청남도 천안시 동남구 구성8길 3 (구성동, 동아빌라)",충청남도 천안시 동남구 구성동 479-11,생활방범,1,200,270,30,2015-08,041-521-5207,36.798202,127.157414,2021-09-30
12801,충청남도 천안시,충청남도 천안시 동남구 풍세로 964 (청수동),충청남도 천안시 동남구 청수동 216-40,생활방범,1,200,-1,30,2015-08,041-521-5207,36.793789,127.150832,2021-09-30
12802,충청남도 천안시,충청남도 천안시 동남구 풍세로 964 (청수동),충청남도 천안시 동남구 청수동 216-40,생활방범,1,200,10,30,2015-08,041-521-5207,36.793789,127.150832,2021-09-30
12803,충청남도 천안시,충청남도 천안시 동남구 삼룡천3길 86 (구성동),충청남도 천안시 동남구 구성동 445-1,생활방범,1,200,170,30,2019-08,041-521-5207,36.796883,127.160789,2021-09-30
12804,충청남도 천안시,충청남도 천안시 동남구 삼룡천3길 86 (구성동),충청남도 천안시 동남구 구성동 445-1,생활방범,1,200,85,30,2019-08,041-521-5207,36.796883,127.160789,2021-09-30
12805,충청남도 천안시,충청남도 천안시 동남구 삼룡천3길 86 (구성동),충청남도 천안시 동남구 구성동 445-1,생활방범,1,200,330,30,2019-08,041-521-5207,36.796883,127.160789,2021-09-30
12806,충청남도 천안시,"충청남도 천안시 동남구 삼룡천1길 36 (구성동, 바인하이츠빌)",충청남도 천안시 동남구 구성동 480-1,생활방범,1,200,290,30,2019-08,041-521-5207,36.797431,127.158846,2021-09-30
12807,충청남도 천안시,"충청남도 천안시 동남구 삼룡천1길 36 (구성동, 바인하이츠빌)",충청남도 천안시 동남구 구성동 480-1,생활방범,1,200,230,30,2019-08,041-521-5207,36.797431,127.158846,2021-09-30
12808,충청남도 천안시,"충청남도 천안시 동남구 삼룡천1길 36 (구성동, 바인하이츠빌)",충청남도 천안시 동남구 구성동 480-1,생활방범,1,200,125,30,2019-08,041-521-5207,36.797431,127.158846,2021-09-30
12809,충청남도 천안시,충청남도 천안시 동남구 배울1길 118-13 (구룡동),충청남도 천안시 동남구 구룡동 599-3,생활방범,1,200,-1,30,2019-08,041-521-5207,36.766427,127.138322,2021-09-30
12810,충청남도 천안시,충청남도 천안시 동남구 배울1길 118-13 (구룡동),충청남도 천안시 동남구 구룡동 599-3,생활방범,1,200,110,30,2019-08,041-521-5207,36.766427,127.138322,2021-09-30
12811,충청남도 천안시,충청남도 천안시 동남구 충절로 417-11 (삼룡동),충청남도 천안시 동남구 삼룡동 208-12,생활방범,1,200,-1,30,2019-08,041-521-5207,36.7845,127.17054,2021-09-30
12812,충청남도 천안시,충청남도 천안시 동남구 충절로 417-11 (삼룡동),충청남도 천안시 동남구 삼룡동 208-12,생활방범,1,200,280,30,2019-08,041-521-5207,36.784856,127.170293,2021-09-30
12813,충청남도 천안시,충청남도 천안시 동남구 청수7로 38-14 (청당동),충청남도 천안시 동남구 청당동 643,생활방범,1,200,340,30,2019-08,041-521-5207,36.786221,127.160256,2021-09-30
12814,충청남도 천안시,충청남도 천안시 동남구 청수7로 38-14 (청당동),충청남도 천안시 동남구 청당동 643,생활방범,1,200,260,30,2019-08,041-521-5207,36.786221,127.160256,2021-09-30
12815,충청남도 천안시,충청남도 천안시 동남구 청수7로 38-14 (청당동),충청남도 천안시 동남구 청당동 643,생활방범,1,200,160,30,2019-08,041-521-5207,36.786221,127.160256,2021-09-30
12816,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 성환리 293-2,생활방범,1,200,55,30,2019-12,041-521-5207,36.921123,127.135818,2021-09-30
12817,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 성환리 293-2,생활방범,1,200,350,30,2019-12,041-521-5207,36.921123,127.135818,2021-09-30
12818,충청남도 천안시,충청남도 천안시 서북구 성환읍 송골3길 31,충청남도 천안시 서북구 성환읍 성월리 163-1,생활방범,1,200,340,30,2019-12,041-521-5207,36.919016,127.137749,2021-09-30
12819,충청남도 천안시,충청남도 천안시 서북구 성환읍 송골3길 31,충청남도 천안시 서북구 성환읍 성월리 163-1,생활방범,1,200,60,30,2019-12,041-521-5207,36.919016,127.137749,2021-09-30
12820,충청남도 천안시,충청남도 천안시 서북구 성환읍 송골3길 31,충청남도 천안시 서북구 성환읍 성월리 163-1,생활방범,1,200,223,30,2019-12,041-521-5207,36.919016,127.137749,2021-09-30
12821,충청남도 천안시,충청남도 천안시 서북구 성환읍 송골3길 31,충청남도 천안시 서북구 성환읍 성월리 163-1,생활방범,1,200,143,30,2019-12,041-521-5207,36.919016,127.137749,2021-09-30
12822,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 어룡리 37-2,생활방범,1,200,270,30,2015-12,041-521-5207,36.94,127.127477,2021-09-30
12823,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 어룡리 37-2,생활방범,1,200,160,30,2015-12,041-521-5207,36.94,127.127477,2021-09-30
12824,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 와룡리 86-15,생활방범,1,200,-1,30,2015-12,041-521-5207,36.957875,127.102526,2021-09-30
12825,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 와룡리 86-15,생활방범,1,200,100,30,2015-12,041-521-5207,36.957875,127.102526,2021-09-30
12826,충청남도 천안시,0,충청남도 천안시 서북구 성환읍 와룡리 86-15,생활방범,1,200,290,30,2015-12,041-521-5207,36.957875,127.102526,2021-09-30
12827,충청남도 천안시,충청남도 천안시 서북구 성환읍 성환중앙로 58,충청남도 천안시 서북구 성환읍 성환리 346-8,생활방범,1,200,240,30,2019-08,041-521-5207,36.918509,127.131314,2021-09-30
12828,충청남도 천안시,충청남도 천안시 서북구 성환읍 성환중앙로 58,충청남도 천안시 서북구 성환읍 성환리 346-8,생활방범,1,200,140,30,2019-08,041-521-5207,36.918509,127.131314,2021-09-30
12829,충청남도 천안시,충청남도 천안시 서북구 성환읍 성환중앙로 58,충청남도 천안시 서북구 성환읍 성환리 346-8,생활방범,1,200,50,30,2019-08,041-521-5207,36.918509,127.131314,2021-09-30
12830,충청남도 천안시,충청남도 천안시 서북구 성거읍 삼곡2길 91-8,충청남도 천안시 서북구 성거읍 삼곡리 102-2,생활방범,1,200,-1,30,2014-12,041-521-5207,36.900418,127.18687,2021-09-30
12831,충청남도 천안시,충청남도 천안시 서북구 직산읍 천안대로 1471-33,충청남도 천안시 서북구 직산읍 모시리 58-11,생활방범,1,200,155,30,2017-08,041-521-5207,36.869869,127.143844,2021-09-30
12832,충청남도 천안시,충청남도 천안시 서북구 직산읍 천안대로 1471-33,충청남도 천안시 서북구 직산읍 모시리 58-11,생활방범,1,200,148,30,2017-08,041-521-5207,36.869869,127.143844,2021-09-30
12833,충청남도 천안시,충청남도 천안시 서북구 직산읍 군동2길 13,충청남도 천안시 서북구 직산읍 군동리 113-1,생활방범,1,200,325,30,2017-08,041-521-5207,36.902311,127.164123,2021-09-30
12834,충청남도 천안시,충청남도 천안시 서북구 직산읍 직산안길 1,충청남도 천안시 서북구 직산읍 군서리 56-5,생활방범,1,200,90,30,2021-05,041-521-5207,36.896937,127.165482,2021-09-30
12835,충청남도 천안시,충청남도 천안시 서북구 직산읍 직산안길 1,충청남도 천안시 서북구 직산읍 군서리 56-5,생활방범,1,200,90,30,2021-05,041-521-5207,36.896937,127.165482,2021-09-30
12836,충청남도 천안시,충청남도 천안시 동남구 원성2길 48 (원성동),충청남도 천안시 동남구 원성동 457-3,생활방범,1,200,359,30,2014-11,041-521-5207,36.8112,127.159996,2021-09-30
12837,충청남도 천안시,충청남도 천안시 동남구 원성2길 48 (원성동),충청남도 천안시 동남구 원성동 457-3,생활방범,1,200,180,30,2014-11,041-521-5207,36.8112,127.159996,2021-09-30
12838,충청남도 천안시,충청남도 천안시 동남구 원성2길 42-5 (원성동),충청남도 천안시 동남구 원성동 456-9,생활방범,1,200,-1,30,2020-12,041-521-5207,36.810827,127.160524,2021-09-30
12839,충청남도 천안시,충청남도 천안시 동남구 원성2길 42-5 (원성동),충청남도 천안시 동남구 원성동 456-9,생활방범,1,200,270,30,2014-11,041-521-5207,36.810827,127.160524,2021-09-30
12840,충청남도 천안시,충청남도 천안시 동남구 원성2길 42-5 (원성동),충청남도 천안시 동남구 원성동 456-9,생활방범,1,200,90,30,2014-11,041-521-5207,36.810827,127.160524,2021-09-30
12841,충청남도 천안시,충청남도 천안시 동남구 태조산길 35 (유량동),충청남도 천안시 동남구 유량동 398-51,생활방범,1,200,180,30,2017-08,041-521-5207,36.811127,127.167941,2021-09-30
12842,충청남도 천안시,충청남도 천안시 동남구 태조산길 35 (유량동),충청남도 천안시 동남구 유량동 398-51,생활방범,1,200,290,30,2017-08,041-521-5207,36.811127,127.167941,2021-09-30
12843,충청남도 천안시,충청남도 천안시 동남구 원성8길 3 (원성동),충청남도 천안시 동남구 원성동 443-10,생활방범,1,800,170,30,2020-09,041-521-5207,36.810107,127.163879,2021-09-30
