번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
1024,E15P001-13,약자보호,공원,신방동,,충청남도 천안시 동남구 신방동 919,36.7866991,127.126354,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1025,E15C042-15,방범용,가로변,신방동,,충청남도 천안시 동남구 신방동 1957,36.769963,127.1328667,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1026,E15C006-14,약자보호,공원,신방동,,충청남도 천안시 동남구 신방동 1894,36.77188155,127.1311692,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1027,E15C005-14,약자보호,가로변,신방동,,충청남도 천안시 동남구 신방동 909,36.78746271,127.1300433,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1028,E15C004-04,방범용,가로변,신방동,,충청남도 천안시 동남구 신방동 62-45,36.79019172,127.1267493,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1029,E15C003-04,방범용,가로변,신방동,,충청남도 천안시 동남구 신방동 881,36.79334446,127.1297066,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1030,W29C015-12,방범용,가로변,부성1동,,충청남도 천안시 서북구 신당동 386-1,36.85453128,127.1596078,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1031,W29C014-12,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 90-12,36.83191089,127.1495058,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1032,W29C013-12,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 71-35,36.83200985,127.1469622,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1033,W29C012-12,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 1203,36.83671733,127.1387966,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1034,W29C011-12,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 1231,36.8348835,127.139079,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1035,W29C099-17,방범용,가로변,부성1동,,충청남도 천안시 서북구 업성동 347-6,36.85579966,127.1324062,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1036,W29C098-17,방범용,가로변,부성1동,,충청남도 천안시 서북구 업성동 263-21,36.865645,127.131031,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1037,W29C097-17,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 1246,36.83548389,127.1399019,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1038,W29S001-17,약자보호,가로변,부성1동,,충청남도 천안시 서북구 두정동 1546,36.83704929,127.1426806,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1039,W29P020-17,약자보호,공원,부성1동,,충청남도 천안시 서북구 두정동 397-1,36.83481209,127.154174,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1040,W29C120-16,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 389-19,36.83188566,127.1512984,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1041,W29C116-16,방범용,가로변,부성1동,,충청남도 천안시 서북구 부대동 278-1,36.8500419,127.1481539,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1042,W29S019-16,약자보호,가로변,부성1동,,충청남도 천안시 서북구 부대동 275-14,36.8492231,127.1509577,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1043,W29P001-12,약자보호,공원,부성1동,,충청남도 천안시 서북구 두정동 1205,36.83644693,127.1407196,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1044,W29S010-16,약자보호,가로변,부성1동,,충청남도 천안시 서북구 업성동 87,36.86066579,127.1426081,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1045,W29P018-16,약자보호,공원,부성1동,,충청남도 천안시 서북구 두정동 1205,36.83644693,127.140798,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1046,W29P017-16,약자보호,공원,부성1동,,충청남도 천안시 서북구 두정동 1205,36.83644693,127.1407196,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1047,W29P016-16,약자보호,공원,부성1동,,충청남도 천안시 서북구 두정동 1205,36.83644693,127.1407196,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1048,W29P015-16,약자보호,공원,부성1동,,충청남도 천안시 서북구 두정동 1205,36.83644693,127.1407196,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1049,W29C082-16,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 1197,36.83579878,127.1387716,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1050,W30C010-11,방범용,가로변,부성1동,,충청남도 천안시 서북구 신당동 323-1,36.85296603,127.1605721,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1051,W29S007-11,약자보호,가로변,부성1동,,충청남도 천안시 서북구 업성동 99-1,36.861389,127.1413424,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1052,W29S006-10,약자보호,가로변,부성1동,,충청남도 천안시 서북구 두정동 1546,36.83704929,127.1426806,양방향,Y,N,N,,2010,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1053,W25C089-15,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 410-3,36.7948191,127.1237019,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1054,W25C017-11,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 2041,36.79227418,127.1234747,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1055,W25C007-07,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 2055,36.78901143,127.1144931,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1056,W25C006-11,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 585,36.79655769,127.1253046,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1057,W25C005-09,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 1626,36.79150499,127.1174206,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1058,W25C003-11,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 1523,36.79834753,127.1194779,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1059,W25C002-08,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 646,36.79702268,127.12339,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1060,W25C001-04,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 632,36.79670206,127.1229676,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1061,W24C106-18,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 210-8,36.79750913,127.1289125,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1062,W24C070-18,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 1186,36.80203024,127.1297117,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1063,W24C127-17,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 1252,36.79959475,127.1292424,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1064,W19S181-15,약자보호,가로변,성거읍,,충청남도 천안시 서북구 성거읍 송남리 18-1,36.87177277,127.1996874,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1065,W19S180-15,약자보호,가로변,성거읍,,충청남도 천안시 서북구 성거읍 모전리 1,36.9115865,127.1957932,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1066,W19S168-15,약자보호,가로변,성거읍,,충청남도 천안시 서북구 성거읍 소우리 182-4,36.87959439,127.1725996,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1067,W19S162-15,약자보호,가로변,성거읍,,충청남도 천안시 서북구 성거읍 송남리 253-8,36.87140076,127.1960815,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1068,W19S161-15,약자보호,가로변,성거읍,,충청남도 천안시 서북구 성거읍 송남리 356,36.86505293,127.1947225,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1069,W19S003-11,약자보호,가로변,성거읍,,충청남도 천안시 서북구 성거읍 소우리 188-29,36.87597354,127.1623964,양방향,Y,N,N,,2011,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1070,W19S002-11,약자보호,가로변,성거읍,,충청남도 천안시 서북구 성거읍 소우리 188-29,36.87597354,127.1623964,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1071,W19S001-08,약자보호,가로변,성거읍,,충청남도 천안시 서북구 성거읍 송남리 18-1,36.87177277,127.1996874,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1072,W19P001-14,약자보호,공원,성거읍,,충청남도 천안시 서북구 성거읍 신월리 3-3,36.87868644,127.157478,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1073,W19C065-15,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 모전리 산44-8,36.89918829,127.2029485,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1074,W19C036-11,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 소우리 89-1,36.87015575,127.1713955,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1075,W19C035-11,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 저리 191-3,36.8854386,127.197794,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1076,W19C033-11,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 천흥리 554,36.87020674,127.1996566,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1077,W19C026-10,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 천흥리 315-1,36.88346695,127.2073788,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1078,W19C025-10,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 삼곡리 101-9,36.9003595,127.187465,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1079,W19C024-10,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 오목리 40-10,36.8893696,127.2091176,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1080,W19C023-09,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 요방리 102-37,36.851305,127.1831508,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1081,W19C022-09,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 모전리 180-17,36.901042,127.194294,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1082,W19C021-09,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 송남리 253-2,36.87227135,127.194411,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1083,W19C017-11,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 천흥리 533-21,36.87835295,127.2048255,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1084,W19C012-11,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 요방리 267-2,36.85107196,127.1757119,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1085,W19C011-10,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 천흥리 383,36.8767792,127.2061179,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1086,W19C010-10,방범용,가로변,성거읍,,충청남도 천안시 서북구 성거읍 요방리 272-3,36.85190634,127.1764964,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1087,W29S005-08,약자보호,가로변,부성1동,,충청남도 천안시 서북구 두정동 1546,36.83704929,127.1426806,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1088,W29S004-12,약자보호,가로변,부성1동,,충청남도 천안시 서북구 두정동 525-1,36.83534856,127.1444546,양방향,Y,N,N,,2012,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1089,W29S003-10,약자보호,가로변,부성1동,,충청남도 천안시 서북구 두정동 1626,36.83623391,127.1471658,양방향,Y,N,N,,2010,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1090,W29S002-10,약자보호,가로변,부성1동,,충청남도 천안시 서북구 두정동 1626,36.83623391,127.1471658,양방향,Y,N,N,,2010,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1091,W29S001-12,약자보호,가로변,부성1동,,충청남도 천안시 서북구 두정동 1722,36.8355908,127.1509669,양방향,Y,N,N,,2012,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1092,W29P008-14,약자보호,공원,부성1동,,충청남도 천안시 서북구 두정동 397-1,36.83481209,127.154174,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1093,E09C005-13,방범용,가로변,중앙동,,충청남도 천안시 동남구 대흥동 6-8,36.811114,127.1488478,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1094,E09C003-13,방범용,가로변,중앙동,,충청남도 천안시 동남구 대흥동 21-5,36.81077033,127.1483051,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1095,E09C002-04,방범용,가로변,중앙동,,충청남도 천안시 동남구 대흥동 21-5,36.81077033,127.1483051,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1096,E09C001-08,방범용,가로변,중앙동,,충청남도 천안시 동남구 사직동 284-1,36.800126,127.1494072,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1097,W21C107-18,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 유리 368-3,36.9223054,127.2109185,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1098,W21C087-18,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 도림리 168-3,36.91503788,127.2581234,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1099,W21C076-18,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 연곡리 231,36.95499738,127.1862384,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1100,W21S020-18,약자보호,가로변,입장면,,충청남도 천안시 서북구 입장면 하장리 16-11,36.91519115,127.2270714,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1101,W21C075-18,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 신두리 42-12,36.91348248,127.2036182,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1102,W21C026-11,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 연곡리 283-2,36.9517402,127.181103,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1103,W21C122-17,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 흑암리 128,36.93279826,127.1775335,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1104,W21C121-17,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 신덕리 91-5,36.89857985,127.2162718,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1105,W21C016-12,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 용정리 4-2,36.92186798,127.1925554,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1106,W21C015-12,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 연곡리 105-8,36.951815,127.1953208,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1107,W21C079-17,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 하장리 44-60,36.91498569,127.223795,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1108,W21C078-17,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 시장리 4,36.899505,127.218226,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1109,W21C077-17,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 하장리 73-10,36.91270686,127.2232124,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1110,W21C076-17,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 산정리 378-13,36.93436835,127.1781872,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1111,W21C075-17,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 독정리 287,36.91601329,127.2248175,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1112,W21C074-17,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 기로리 86-1,36.90975635,127.2503867,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1113,W21C110-16,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 홍천리 96-1,36.90646356,127.2302179,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1114,W21C109-16,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 효계리 118-21,36.90975439,127.2197208,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1115,W21S012-16,약자보호,가로변,입장면,,충청남도 천안시 서북구 입장면 하장리 54-1,36.91412808,127.2205483,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1116,W21S008-16,약자보호,가로변,입장면,,충청남도 천안시 서북구 입장면 기로리 280-1,36.91200135,127.241296,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1117,W21C066-16,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 효계리 24-3,36.91046128,127.221452,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1118,W21C065-16,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 하장리 84,36.9113852,127.2200318,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1119,W21C063-16,방범용,가로변,입장면,,충청남도 천안시 서북구 입장면 기로리 199,36.91034241,127.2429611,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1120,W21S163-15,약자보호,가로변,입장면,,충청남도 천안시 서북구 입장면 시장리 48-6,36.90181247,127.223675,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1121,W28S010-18,약자보호,가로변,불당동,,충청남도 천안시 서북구 불당동 1888,36.81326596,127.1016544,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1122,W28S009-18,약자보호,가로변,불당동,,충청남도 천안시 서북구 불당동 1883,36.81427838,127.1073589,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1123,W28C053-18,방범용,가로변,불당동,,충청남도 천안시 서북구 불당동 1046,36.80304819,127.1069616,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1124,W28C151-16,방범용,가로변,불당동,,충청남도 천안시 서북구 불당동 1853,36.80388339,127.103346,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1125,W28P042-16,약자보호,공원,불당동,,충청남도 천안시 서북구 불당동 1851,36.80493313,127.104035,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1126,W28C150-16,방범용,가로변,불당동,,충청남도 천안시 서북구 불당동 1936,36.80539083,127.1035307,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1127,E02S001-11,약자보호,가로변,풍세면,,충청남도 천안시 동남구 풍세면 미죽리 195,36.73806244,127.1510986,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1128,E02C009-15,방범용,가로변,풍세면,,충청남도 천안시 동남구 풍세면 남관리 182,36.75575023,127.123712,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1129,E02C008-15,방범용,가로변,풍세면,,충청남도 천안시 동남구 풍세면 용정리 1018,36.73125811,127.0964825,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1130,E02C007-15,방범용,가로변,풍세면,,충청남도 천안시 동남구 풍세면 보성리 705,36.72788219,127.1056392,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1131,E02C006-11,방범용,가로변,풍세면,,충청남도 천안시 동남구 풍세면 용정리 873-1,36.7365886,127.0972305,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1132,E02C005-10,방범용,가로변,풍세면,,충청남도 천안시 동남구 풍세면 삼태리 310-1,36.73980538,127.0922534,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1133,E16C098-18,방범용,가로변,청룡동,,충청남도 천안시 동남구 삼룡동 387-2,36.78477325,127.1746435,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1134,E16C097-18,방범용,가로변,청룡동,,충청남도 천안시 동남구 삼룡동 142-3,36.78411307,127.1715004,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1135,E16P001-18,약자보호,공원,청룡동,,충청남도 천안시 동남구 청수동 226-6,36.79232432,127.1512008,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1136,E16S019-18,약자보호,가로변,청룡동,,충청남도 천안시 동남구 청수동 269,36.78847113,127.1491678,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1137,E16S001-18,약자보호,가로변,청룡동,,충청남도 천안시 동남구 청당동 302-4,36.7793121,127.1521236,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1138,E16C037-18,방범용,가로변,청룡동,,충청남도 천안시 동남구 삼룡동 113,36.78136206,127.1689078,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1139,E16C036-18,방범용,가로변,청룡동,,충청남도 천안시 동남구 청수동 213-63,36.79426998,127.1526156,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1140,E16C035-18,방범용,가로변,청룡동,,충청남도 천안시 동남구 구성동 431-9,36.79833223,127.161944,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1141,E16C034-18,방범용,가로변,청룡동,,충청남도 천안시 동남구 구성동 387-30,36.79597735,127.1573938,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1142,E16C033-18,방범용,가로변,청룡동,,충청남도 천안시 동남구 구성동 446-3,36.79603559,127.1626884,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1143,E16C033-12,방범용,가로변,청룡동,,충청남도 천안시 동남구 청수동 209,36.79220254,127.1555891,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1144,E16C034-12,방범용,가로변,청룡동,,충청남도 천안시 동남구 구성동 172-3,36.79129183,127.169426,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1145,E16C045-17,방범용,가로변,청룡동,,충청남도 천안시 동남구 청수동 239-1,36.79015535,127.1522577,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1146,E16C044-17,방범용,가로변,청룡동,,충청남도 천안시 동남구 청수동 218-157,36.7949203,127.1537748,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1147,E16C043-17,방범용,가로변,청룡동,,충청남도 천안시 동남구 청당동 371-6,36.77579123,127.1435555,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1148,E16C042-17,방범용,가로변,청룡동,,충청남도 천안시 동남구 구성동 388-72,36.793135,127.1592203,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1149,E16C041-17,방범용,가로변,청룡동,,충청남도 천안시 동남구 구성동 433-5,36.7978679,127.1609748,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1150,E16C040-17,방범용,가로변,청룡동,,충청남도 천안시 동남구 구룡동 631-1,36.764039,127.1396251,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
